File,aid,Date,0,2,3,5,8,17,25,65,69,73,81,89,129,133,137,145,153,197,213
QC_Night_2000153_aid0001,aid0001,2000-06-01,3863968.0,3409028,67228,,1632.0,571826.0,,1040327.0,,1755.0,156624.0,,6240.0,,,13014.0,,,
QC_Night_2000154_aid0001,aid0001,2000-06-02,4115849.0,3110042,67228,,2639.0,465294.0,,1223664.0,,1845.0,133465.0,,2729.0,,2.0,8885.0,,,
QC_Night_2000155_aid0001,aid0001,2000-06-03,4033351.0,3368139,67228,,1984.0,510982.0,,992543.0,,1097.0,139134.0,,1786.0,,,15398.0,,,
QC_Night_2000156_aid0001,aid0001,2000-06-04,3474310.0,3798303,67228,,2277.0,639493.0,1.0,1007227.0,,956.0,123889.0,,4212.0,,2.0,13744.0,,,
QC_Night_2000157_aid0001,aid0001,2000-06-05,2816982.0,4656818,67228,,629.0,615646.0,,862851.0,,265.0,104738.0,,1682.0,,,4803.0,,,
QC_Night_2000158_aid0001,aid0001,2000-06-06,3605503.0,3735121,67228,,514.0,635385.0,,962621.0,,548.0,109466.0,,6524.0,,,8732.0,,,
QC_Night_2000159_aid0001,aid0001,2000-06-07,4550431.0,2698302,67228,,512.0,706788.0,,956160.0,,105.0,122769.0,,13862.0,,9.0,15476.0,,,
QC_Night_2000160_aid0001,aid0001,2000-06-08,4384986.0,2921870,67228,,326.0,388217.0,,1112094.0,,444.0,236266.0,,4648.0,,,15563.0,,,
QC_Night_2000161_aid0001,aid0001,2000-06-09,3559551.0,3616558,67228,,185.0,506477.0,,1190784.0,,380.0,173579.0,,8970.0,,,7930.0,,,
QC_Night_2000162_aid0001,aid0001,2000-06-10,3435288.0,3805046,67228,,178.0,550312.0,,1070703.0,,303.0,193387.0,,78.0,,,9119.0,,,
QC_Night_2000163_aid0001,aid0001,2000-06-11,2965172.0,4098592,67228,,286.0,623775.0,,1162409.0,,288.0,194309.0,,12793.0,,,6790.0,,,
QC_Night_2000164_aid0001,aid0001,2000-06-12,1857930.0,5682432,67228,,40.0,488493.0,,848651.0,,131.0,180452.0,,3262.0,,,3023.0,,,
QC_Night_2000165_aid0001,aid0001,2000-06-13,2060588.0,5254853,67228,,228.0,323817.0,,1219325.0,,1120.0,175006.0,3.0,13949.0,,7.0,15517.0,1.0,,
QC_Night_2000166_aid0001,aid0001,2000-06-14,3007172.0,4395350,67228,,417.0,830552.0,,789016.0,,447.0,31779.0,1.0,7453.0,,1.0,2226.0,,,
QC_Night_2000167_aid0001,aid0001,2000-06-15,2254399.0,4933091,67228,,72.0,729941.0,,1043921.0,,702.0,94813.0,2.0,3640.0,,,3830.0,3.0,,
QC_Night_2000168_aid0001,aid0001,2000-06-16,2627901.0,4661230,67228,,880.0,630207.0,1.0,988175.0,,1567.0,111412.0,,34161.0,,,8880.0,,,
QC_Night_2000169_aid0001,aid0001,2000-06-17,2469996.0,5321424,67228,,409.0,337787.0,,829001.0,,369.0,96292.0,2.0,2570.0,,,6564.0,,,
QC_Night_2000170_aid0001,aid0001,2000-06-18,2416116.0,5437609,67228,,552.0,262306.0,,815058.0,,558.0,122691.0,,749.0,,,8775.0,,,
QC_Night_2000171_aid0001,aid0001,2000-06-19,2037213.0,5676165,67228,,112.0,398301.0,,819412.0,,215.0,124145.0,,70.0,,,8781.0,,,
QC_Night_2000172_aid0001,aid0001,2000-06-20,2873209.0,4744995,67228,,1176.0,428653.0,2.0,862755.0,,1093.0,142545.0,2.0,138.0,,,9846.0,,,
QC_Night_2000173_aid0001,aid0001,2000-06-21,3148648.0,4365303,67228,,456.0,386079.0,,1000504.0,,326.0,113141.0,,45333.0,,3.0,4621.0,,,
QC_Night_2000174_aid0001,aid0001,2000-06-22,4229135.0,3366114,67228,,568.0,300315.0,1.0,928693.0,,875.0,203389.0,,23447.0,,,11877.0,,,
QC_Night_2000175_aid0001,aid0001,2000-06-23,2992337.0,4492625,67228,,782.0,240835.0,,1185201.0,,291.0,128215.0,,9530.0,,1.0,14597.0,,,
QC_Night_2000176_aid0001,aid0001,2000-06-24,3479383.0,4029222,67228,,334.0,353798.0,,982924.0,,301.0,199013.0,,6527.0,,,12912.0,,,
QC_Night_2000177_aid0001,aid0001,2000-06-25,3388472.0,3822526,67228,,805.0,542989.0,5.0,1102668.0,,701.0,178927.0,,20359.0,,21.0,6941.0,,,
QC_Night_2000178_aid0001,aid0001,2000-06-26,2758716.0,4832968,67228,,214.0,269904.0,,1034018.0,,270.0,149171.0,,7329.0,,,11824.0,,,
QC_Night_2000179_aid0001,aid0001,2000-06-27,2450176.0,5387284,67228,,142.0,203526.0,2.0,878675.0,,592.0,124378.0,,5357.0,,,14282.0,,,
QC_Night_2000180_aid0001,aid0001,2000-06-28,2485494.0,5311295,67228,,119.0,221870.0,,837000.0,,144.0,190571.0,4.0,11943.0,,,5974.0,,,
QC_Night_2000181_aid0001,aid0001,2000-06-29,3478694.0,4515527,67228,,300.0,154829.0,,775974.0,,573.0,126729.0,,1793.0,,1.0,9994.0,,,
QC_Night_2000182_aid0001,aid0001,2000-06-30,3392209.0,4336482,67228,,80.0,174608.0,,1046847.0,,34.0,78026.0,,19706.0,,,16422.0,,,
QC_Night_2000183_aid0001,aid0001,2000-07-01,3464073.0,3938713,67228,,109.0,359040.0,,1139704.0,,136.0,130491.0,,14538.0,,15.0,17595.0,,,
QC_Night_2000184_aid0001,aid0001,2000-07-02,2119005.0,5787971,67228,,4.0,371111.0,,648098.0,,54.0,123420.0,,6504.0,,,8247.0,,,
QC_Night_2000185_aid0001,aid0001,2000-07-03,2593669.0,4811331,67228,,98.0,453456.0,,1118754.0,,38.0,78720.0,,1507.0,,,6841.0,,,
QC_Night_2000186_aid0001,aid0001,2000-07-04,2648734.0,4523712,67228,,38.0,597702.0,,1138623.0,,16.0,127317.0,,18359.0,,13.0,9900.0,,,
QC_Night_2000187_aid0001,aid0001,2000-07-05,3772054.0,3553090,67228,,61.0,643445.0,1.0,934551.0,,40.0,149413.0,,3380.0,,,8379.0,,,
QC_Night_2000188_aid0001,aid0001,2000-07-06,3642958.0,3409761,67228,,126.0,667305.0,,1137640.0,,39.0,149525.0,,47555.0,,,9505.0,,,
QC_Night_2000189_aid0001,aid0001,2000-07-07,4245512.0,3123997,67228,,102.0,554772.0,1.0,959212.0,,106.0,144100.0,,26497.0,,,10115.0,,,
QC_Night_2000190_aid0001,aid0001,2000-07-08,4844204.0,2678636,67228,,78.0,330898.0,,1016192.0,,42.0,160141.0,,17445.0,,,16778.0,,,
QC_Night_2000191_aid0001,aid0001,2000-07-09,4179603.0,3371737,67228,,37.0,379004.0,,973292.0,,97.0,126851.0,,24639.0,,,9154.0,,,
QC_Night_2000192_aid0001,aid0001,2000-07-10,3631189.0,3709294,67228,,35.0,520132.0,,947564.0,,23.0,217367.0,,24251.0,,,14559.0,,,
QC_Night_2000193_aid0001,aid0001,2000-07-11,3978190.0,3467982,67228,,108.0,571086.0,3.0,885438.0,,253.0,139917.0,,13140.0,,11.0,8286.0,,,
QC_Night_2000194_aid0001,aid0001,2000-07-12,4286621.0,3282241,67228,,41.0,477037.0,,843781.0,,41.0,158275.0,1.0,1350.0,,,15026.0,,,
