File,aid,Date,0,2,3,5,8,17,21,25,65,69,73,77,81,85,89,129,133,137,145,149,153,197,205,213
QC_Day_2001153_aid0001,aid0001,2001-06-02,2424703.0,4876940,67228,,106.0,147007.0,,,1105763.0,,52.0,,483214.0,,,8746.0,,,17883.0,,,,,
QC_Day_2001154_aid0001,aid0001,2001-06-03,1838426.0,5521264,67228,,128.0,278300.0,,,886611.0,,132.0,,521979.0,,,1921.0,,,15653.0,,,,,
QC_Day_2001155_aid0001,aid0001,2001-06-04,1955273.0,5557117,67228,,35.0,362645.0,,,700245.0,,139.0,,472658.0,,,4003.0,,,12299.0,,,,,
QC_Day_2001156_aid0001,aid0001,2001-06-05,1495355.0,5973117,67228,,869.0,354181.0,,,759532.0,,544.0,,465194.0,,,9619.0,,2.0,6001.0,,,,,
QC_Day_2001157_aid0001,aid0001,2001-06-06,1993040.0,5368757,67228,,99.0,263766.0,,,829410.0,,150.0,,592804.0,,,13391.0,,,2997.0,,,,,
QC_Day_2001158_aid0001,aid0001,2001-06-07,2049361.0,5004071,67228,,94.0,190232.0,,,1268387.0,,261.0,,486426.0,,,33783.0,,2.0,31797.0,,,,,
QC_Day_2001159_aid0001,aid0001,2001-06-08,3042183.0,3848374,67228,,56.0,175569.0,,,1536437.0,,91.0,,427171.0,,,7423.0,,,27110.0,,,,,
QC_Day_2001160_aid0001,aid0001,2001-06-09,3308185.0,3341765,67228,,20.0,185524.0,,,1634805.0,,31.0,,560972.0,,,7007.0,,,26105.0,,,,,
QC_Day_2001161_aid0001,aid0001,2001-06-10,4220376.0,2781037,67228,,6.0,250394.0,,,1197167.0,,16.0,,583053.0,,,9782.0,,,22583.0,,,,,
QC_Day_2001162_aid0001,aid0001,2001-06-11,3697723.0,3572062,67228,,5.0,238248.0,,,922224.0,,1.0,,595950.0,,,24708.0,,,13493.0,,,,,
QC_Day_2001163_aid0001,aid0001,2001-06-12,2565377.0,4790915,67228,,5.0,289314.0,,,1005590.0,,39.0,,388794.0,,,6548.0,,,17832.0,,,,,
QC_Day_2001164_aid0001,aid0001,2001-06-13,2552305.0,4654611,67228,,57.0,226197.0,,,1207866.0,,516.0,,391421.0,,,23173.0,,,8268.0,,,,,
QC_Day_2001165_aid0001,aid0001,2001-06-14,2143290.0,4917357,67228,,2.0,279738.0,,,1138311.0,,112.0,,557559.0,,,23632.0,,,4413.0,,,,,
QC_Day_2001166_aid0001,aid0001,2001-06-15,,2565451,29567,,,,,,,,,,,,,,,,,,,,,
QC_Day_2001184_aid0001,aid0001,2001-07-03,1412646.0,3798906,8252,,8.0,106545.0,,,357221.0,,39.0,,185462.0,,,2239.0,,,45208.0,,,,,
QC_Day_2001185_aid0001,aid0001,2001-07-04,3402900.0,3409065,67228,,,477930.0,,,1463849.0,,106.0,,259208.0,,,40645.0,,39.0,10672.0,,,,,
QC_Day_2001186_aid0001,aid0001,2001-07-05,3285015.0,3799146,67228,,6.0,232401.0,,,1406950.0,,135.0,,294896.0,,,9093.0,,,36772.0,,,,,
QC_Day_2001187_aid0001,aid0001,2001-07-06,3959246.0,3030182,67228,,18.0,235086.0,,,1587600.0,,60.0,,192410.0,,,45097.0,,,14715.0,,,,,
QC_Day_2001188_aid0001,aid0001,2001-07-07,2481352.0,5434303,67228,,,126763.0,,,875107.0,,25.0,,121220.0,,,17302.0,,,8342.0,,,,,
QC_Day_2001189_aid0001,aid0001,2001-07-08,3372160.0,3778393,67228,,28.0,308487.0,,,1288852.0,,97.0,,233733.0,,,49035.0,,,33629.0,,,,,
QC_Day_2001190_aid0001,aid0001,2001-07-09,3798154.0,3286115,67228,,18.0,289641.0,,,1336575.0,,77.0,,303900.0,,,12299.0,,,37635.0,,,,,
QC_Day_2001191_aid0001,aid0001,2001-07-10,3088816.0,4006365,67228,,8.0,382349.0,,,1283925.0,,53.0,,255810.0,,,13815.0,,,33273.0,,,,,
QC_Day_2001192_aid0001,aid0001,2001-07-11,2957450.0,3544354,67228,,3.0,371196.0,,,1805647.0,,142.0,,351205.0,,,15507.0,,,18910.0,,,,,
QC_Day_2001193_aid0001,aid0001,2001-07-12,3196032.0,3626915,67228,,,283716.0,,,1480507.0,,18.0,,432220.0,,,10845.0,,1.0,34160.0,,,,,
QC_Day_2001194_aid0001,aid0001,2001-07-13,3060134.0,3825526,67228,,3.0,261548.0,,,1492514.0,,100.0,,374523.0,,,27589.0,,,22477.0,,,,,
QC_Day_2001195_aid0001,aid0001,2001-07-14,3453426.0,3495885,67228,,10.0,307198.0,,,1392848.0,,31.0,,378642.0,,,5812.0,,,30562.0,,,,,
QC_Day_2001196_aid0001,aid0001,2001-07-15,2747863.0,3940737,67228,,,451454.0,,,1536968.0,,17.0,,342048.0,,,30533.0,,,14794.0,,,,,
QC_Day_2001197_aid0001,aid0001,2001-07-16,2907265.0,3684092,67228,,1.0,338066.0,,,1618806.0,,,,417330.0,,,51239.0,,,47615.0,,,,,
QC_Day_2001198_aid0001,aid0001,2001-07-17,2936730.0,4219862,67228,,,382344.0,,,1224063.0,,8.0,,251893.0,,,41338.0,,,8176.0,,,,,
QC_Day_2001199_aid0001,aid0001,2001-07-18,2968810.0,3781069,67228,,,337828.0,,,1560309.0,,12.0,,343848.0,,,39912.0,,,32626.0,,,,,
QC_Day_2001200_aid0001,aid0001,2001-07-19,2864991.0,3875353,67228,,1.0,297082.0,,,1557053.0,,5.0,,429182.0,,,12930.0,,,27817.0,,,,,
QC_Day_2001201_aid0001,aid0001,2001-07-20,3014202.0,3736193,67228,,,297885.0,,,1537163.0,,68.0,,425364.0,,,43905.0,,,9634.0,,,,,
QC_Day_2001202_aid0001,aid0001,2001-07-21,4274136.0,2738662,67228,,7.0,361154.0,,,1247168.0,,61.0,,415234.0,,,5321.0,,,22671.0,,,,,
QC_Day_2001203_aid0001,aid0001,2001-07-22,4192703.0,2448916,67228,,10.0,405987.0,,,1542557.0,,50.0,,415000.0,,,53596.0,,8.0,5587.0,,,,,
QC_Day_2001204_aid0001,aid0001,2001-07-23,3797007.0,3154777,67228,,2.0,264846.0,,,1412096.0,,46.0,,395661.0,,,12058.0,,,27921.0,,,,,
QC_Day_2001205_aid0001,aid0001,2001-07-24,3130072.0,3721978,67228,,11.0,410410.0,,,1364803.0,,25.0,,396400.0,,,35701.0,,,5014.0,,,,,
QC_Day_2001206_aid0001,aid0001,2001-07-25,2875012.0,4190972,67228,,17.0,221363.0,,,1335852.0,,125.0,,322319.0,,,70937.0,,3.0,47814.0,,,,,
QC_Day_2001207_aid0001,aid0001,2001-07-26,2063561.0,5385736,67228,,16.0,272785.0,,,925717.0,,40.0,,391837.0,,,15145.0,,,9577.0,,,,,
QC_Day_2001208_aid0001,aid0001,2001-07-27,3246816.0,3993790,67228,,15.0,382059.0,,,1020924.0,,41.0,,371041.0,,,24528.0,,,25200.0,,,,,
QC_Day_2001209_aid0001,aid0001,2001-07-28,3014503.0,4069457,67228,,1.0,258080.0,,,1194044.0,,41.0,,492350.0,,,2595.0,,,33343.0,,,,,
QC_Day_2001210_aid0001,aid0001,2001-07-29,3116482.0,3956180,67228,,1.0,346335.0,,,1255480.0,,17.0,,352026.0,,1.0,23074.0,,,14818.0,,,,,
QC_Day_2001211_aid0001,aid0001,2001-07-30,2844972.0,4005583,67228,,4.0,235914.0,,,1558296.0,,24.0,,382591.0,,,8039.0,,,28991.0,,,,,
