File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MYD11A1_006_LST_Day_1km_doy2002185_aid0001,LST_Day_1km,aid0001,2002-07-04,4422226.0,267.04,343.66,"(267.04,343.66)",311.7445,10.5896,112.1404,319.82,343.66,309.08,279.6,303.72
MYD11A1_006_LST_Day_1km_doy2002186_aid0001,LST_Day_1km,aid0001,2002-07-05,4855448.0,272.84,343.44,"(272.84000000000003,343.44)",309.9805,9.9285,98.5754,317.7,340.54,308.5,279.6,302.46
MYD11A1_006_LST_Day_1km_doy2002187_aid0001,LST_Day_1km,aid0001,2002-07-06,4909530.0,273.12,343.98,"(273.12,343.98)",311.3663,10.6735,113.9243,318.94,341.8,308.2,280.88,303.7
MYD11A1_006_LST_Day_1km_doy2002188_aid0001,LST_Day_1km,aid0001,2002-07-07,4954699.0,271.1,342.92,"(271.1,342.92)",311.1488,9.3761,87.9114,318.4,339.84,308.88,282.66,304.1
MYD11A1_006_LST_Day_1km_doy2002189_aid0001,LST_Day_1km,aid0001,2002-07-08,5495609.0,269.46,344.0,"(269.46,344.0)",312.3526,10.3193,106.4888,319.5,341.9,309.74,282.16,304.56
MYD11A1_006_LST_Day_1km_doy2002190_aid0001,LST_Day_1km,aid0001,2002-07-09,5390834.0,273.9,344.0,"(273.90000000000003,344.0)",314.124,10.7506,115.5751,322.46,344.0,313.3,281.22,305.9
MYD11A1_006_LST_Day_1km_doy2002191_aid0001,LST_Day_1km,aid0001,2002-07-10,4654094.0,255.48,343.98,"(255.48000000000002,343.98)",313.2559,11.5274,132.8805,323.02,343.98,312.62,274.32,303.54
MYD11A1_006_LST_Day_1km_doy2002192_aid0001,LST_Day_1km,aid0001,2002-07-11,5129541.0,272.62,344.0,"(272.62,344.0)",311.7752,11.7618,138.3411,320.4,344.0,309.98,274.8,302.14
MYD11A1_006_LST_Day_1km_doy2002193_aid0001,LST_Day_1km,aid0001,2002-07-12,5471283.0,270.8,343.98,"(270.8,343.98)",313.3571,11.5106,132.493,323.56,343.98,313.22,273.14,303.1
MYD11A1_006_LST_Day_1km_doy2002194_aid0001,LST_Day_1km,aid0001,2002-07-13,5369097.0,273.0,344.0,"(273.0,344.0)",314.3048,11.1433,124.1726,323.78,344.0,313.36,276.02,304.58
MYD11A1_006_LST_Day_1km_doy2002195_aid0001,LST_Day_1km,aid0001,2002-07-14,5425013.0,273.86,343.16,"(273.86,343.16)",312.7634,10.7878,116.3775,321.96,343.16,311.96,275.14,303.22
MYD11A1_006_LST_Day_1km_doy2002196_aid0001,LST_Day_1km,aid0001,2002-07-15,5460158.0,273.9,342.14,"(273.90000000000003,342.14)",311.0218,9.6446,93.0184,318.54,341.14,308.74,280.86,303.42
MYD11A1_006_LST_Day_1km_doy2002197_aid0001,LST_Day_1km,aid0001,2002-07-16,5230984.0,274.08,343.96,"(274.08,343.96)",312.111,10.0632,101.2686,320.94,343.96,310.32,277.5,303.56
MYD11A1_006_LST_Day_1km_doy2002198_aid0001,LST_Day_1km,aid0001,2002-07-17,4898323.0,273.52,340.04,"(273.52,340.04)",311.1881,9.7596,95.2495,319.56,340.04,308.9,279.26,303.44
MYD11A1_006_LST_Day_1km_doy2002199_aid0001,LST_Day_1km,aid0001,2002-07-18,4301024.0,272.94,343.18,"(272.94,343.18)",311.6682,9.7458,94.9797,319.58,342.48,310.06,280.96,304.12
MYD11A1_006_LST_Day_1km_doy2002200_aid0001,LST_Day_1km,aid0001,2002-07-19,4260461.0,274.84,341.72,"(274.84000000000003,341.72)",311.452,10.1105,102.2221,319.88,341.72,310.08,276.78,302.62
MYD11A1_006_LST_Day_1km_doy2002201_aid0001,LST_Day_1km,aid0001,2002-07-20,5521097.0,272.52,343.66,"(272.52,343.66)",311.5721,9.7847,95.741,318.78,340.22,309.88,283.04,304.48
MYD11A1_006_LST_Day_1km_doy2002202_aid0001,LST_Day_1km,aid0001,2002-07-21,5608376.0,260.42,342.34,"(260.42,342.34000000000003)",310.3493,9.4117,88.5801,318.18,340.86,308.88,280.4,303.06
MYD11A1_006_LST_Day_1km_doy2002203_aid0001,LST_Day_1km,aid0001,2002-07-22,4323639.0,273.84,343.92,"(273.84000000000003,343.92)",309.6981,9.8684,97.3845,315.7,335.56,307.14,282.6,302.46
MYD11A1_006_LST_Day_1km_doy2002204_aid0001,LST_Day_1km,aid0001,2002-07-23,4445336.0,270.4,342.12,"(270.4,342.12)",311.1296,9.7122,94.3262,318.94,342.12,311.56,279.34,303.1
MYD11A1_006_LST_Day_1km_doy2002205_aid0001,LST_Day_1km,aid0001,2002-07-24,5193580.0,266.82,341.9,"(266.82,341.90000000000003)",311.487,10.5159,110.5844,320.12,341.9,311.38,276.98,302.86
MYD11A1_006_LST_Day_1km_doy2002206_aid0001,LST_Day_1km,aid0001,2002-07-25,4922359.0,271.78,342.6,"(271.78000000000003,342.6)",313.1889,10.3145,106.3891,321.66,342.6,313.6,278.92,304.56
MYD11A1_006_LST_Day_1km_doy2002207_aid0001,LST_Day_1km,aid0001,2002-07-26,4843034.0,271.86,340.7,"(271.86,340.7)",311.4392,10.5187,110.6432,320.5,340.7,310.98,274.76,302.2
MYD11A1_006_LST_Day_1km_doy2002208_aid0001,LST_Day_1km,aid0001,2002-07-27,4872400.0,261.3,341.92,"(261.3,341.92)",311.7496,9.2913,86.3281,319.14,340.82,311.42,283.0,304.68
MYD11A1_006_LST_Day_1km_doy2002209_aid0001,LST_Day_1km,aid0001,2002-07-28,5672525.0,269.1,338.96,"(269.1,338.96)",309.8999,9.6251,92.6433,317.66,338.96,308.26,279.22,302.28
MYD11A1_006_LST_Day_1km_doy2002210_aid0001,LST_Day_1km,aid0001,2002-07-29,3374876.0,278.08,330.1,"(278.08,330.1)",307.1953,7.6573,58.6335,311.68,326.5,305.12,286.98,301.8
MYD11A1_006_LST_Day_1km_doy2002220_aid0001,LST_Day_1km,aid0001,2002-08-08,6688615.0,264.78,340.16,"(264.78000000000003,340.16)",307.8828,9.8195,96.4227,315.58,338.62,306.06,277.18,300.22
MYD11A1_006_LST_Day_1km_doy2002221_aid0001,LST_Day_1km,aid0001,2002-08-09,6308817.0,270.16,343.64,"(270.16,343.64)",308.8222,10.166,103.3484,316.04,337.94,306.52,279.54,301.44
MYD11A1_006_LST_Day_1km_doy2002222_aid0001,LST_Day_1km,aid0001,2002-08-10,6531298.0,270.52,343.98,"(270.52,343.98)",310.5435,9.7497,95.0564,317.72,339.52,308.66,281.38,303.18
MYD11A1_006_LST_Day_1km_doy2002223_aid0001,LST_Day_1km,aid0001,2002-08-11,5951169.0,262.18,343.26,"(262.18,343.26)",311.3227,10.0562,101.1263,319.58,343.26,309.7,278.98,303.34
MYD11A1_006_LST_Day_1km_doy2002224_aid0001,LST_Day_1km,aid0001,2002-08-12,5015662.0,273.6,343.86,"(273.6,343.86)",312.5543,10.2627,105.3228,320.88,343.86,311.24,280.14,304.58
MYD11A1_006_LST_Day_1km_doy2002225_aid0001,LST_Day_1km,aid0001,2002-08-13,5204762.0,260.66,341.44,"(260.66,341.44)",311.2171,9.7649,95.3541,318.8,341.24,310.6,281.28,303.78
MYD11A1_006_LST_Day_1km_doy2002226_aid0001,LST_Day_1km,aid0001,2002-08-14,5783562.0,273.24,343.98,"(273.24,343.98)",312.5669,9.9922,99.8441,320.52,343.98,311.8,280.18,304.38
MYD11A1_006_LST_Day_1km_doy2002227_aid0001,LST_Day_1km,aid0001,2002-08-15,5656637.0,274.02,341.3,"(274.02,341.3)",312.1653,10.2241,104.5329,320.7,341.3,312.76,277.42,303.36
MYD11A1_006_LST_Day_1km_doy2002228_aid0001,LST_Day_1km,aid0001,2002-08-16,4342258.0,273.06,342.1,"(273.06,342.1)",311.6759,10.7197,114.9115,320.5,342.1,310.78,276.3,302.8
MYD11A1_006_LST_Day_1km_doy2002229_aid0001,LST_Day_1km,aid0001,2002-08-17,5098895.0,273.92,342.32,"(273.92,342.32)",309.1177,10.2896,105.876,317.22,341.94,309.2,276.12,300.7
MYD11A1_006_LST_Day_1km_doy2002230_aid0001,LST_Day_1km,aid0001,2002-08-18,5490501.0,272.36,340.42,"(272.36,340.42)",309.7544,10.2951,105.99,317.98,340.42,308.78,277.24,301.44
MYD11A1_006_LST_Day_1km_doy2002231_aid0001,LST_Day_1km,aid0001,2002-08-19,5196205.0,269.34,340.92,"(269.34000000000003,340.92)",308.8278,8.9044,79.2887,316.0,337.54,308.74,280.1,301.64
MYD11A1_006_LST_Day_1km_doy2002232_aid0001,LST_Day_1km,aid0001,2002-08-20,4070665.0,269.3,341.1,"(269.3,341.1)",306.8634,9.0759,82.3725,314.14,336.3,305.72,276.94,299.26
MYD11A1_006_LST_Day_1km_doy2002233_aid0001,LST_Day_1km,aid0001,2002-08-21,4194537.0,271.36,336.32,"(271.36,336.32)",308.6695,8.4396,71.227,314.92,333.22,306.94,284.42,302.72
MYD11A1_006_LST_Day_1km_doy2002234_aid0001,LST_Day_1km,aid0001,2002-08-22,4770879.0,273.84,335.48,"(273.84000000000003,335.48)",310.4035,8.9753,80.5561,317.34,335.48,310.76,283.24,303.7
MYD11A1_006_LST_Day_1km_doy2002235_aid0001,LST_Day_1km,aid0001,2002-08-23,4580435.0,274.22,340.18,"(274.22,340.18)",308.9024,8.8857,78.955,314.84,332.92,308.28,284.7,302.78
MYD11A1_006_LST_Day_1km_doy2002236_aid0001,LST_Day_1km,aid0001,2002-08-24,5137456.0,263.46,337.98,"(263.46,337.98)",310.9392,10.0472,100.9464,319.1,337.98,311.18,278.06,302.68
MYD11A1_006_LST_Day_1km_doy2002237_aid0001,LST_Day_1km,aid0001,2002-08-25,5962110.0,274.28,340.84,"(274.28000000000003,340.84000000000003)",310.3235,10.673,113.9135,318.96,340.84,309.46,274.28,301.08
MYD11A1_006_LST_Day_1km_doy2002238_aid0001,LST_Day_1km,aid0001,2002-08-26,5746205.0,271.66,340.36,"(271.66,340.36)",311.0334,10.3335,106.7803,319.52,340.36,311.08,276.38,302.26
MYD11A1_006_LST_Day_1km_doy2002239_aid0001,LST_Day_1km,aid0001,2002-08-27,4876123.0,271.12,340.38,"(271.12,340.38)",308.8335,10.6522,113.4697,317.5,340.38,307.0,274.42,300.26
MYD11A1_006_LST_Day_1km_doy2002240_aid0001,LST_Day_1km,aid0001,2002-08-28,4724806.0,272.9,338.08,"(272.9,338.08)",308.3715,9.1597,83.8994,315.16,335.28,306.8,281.62,301.74
MYD11A1_006_LST_Day_1km_doy2002241_aid0001,LST_Day_1km,aid0001,2002-08-29,3664204.0,269.44,337.04,"(269.44,337.04)",307.4452,9.2212,85.0309,314.52,336.5,306.5,277.88,299.86
MYD11A1_006_LST_Day_1km_doy2002242_aid0001,LST_Day_1km,aid0001,2002-08-30,4876456.0,269.32,341.2,"(269.32,341.2)",307.2027,9.3018,86.5238,313.2,331.92,305.28,282.0,300.72
MYD11A1_006_LST_Day_1km_doy2002243_aid0001,LST_Day_1km,aid0001,2002-08-31,5224945.0,262.66,338.84,"(262.66,338.84000000000003)",307.3591,8.6832,75.3979,313.98,334.04,306.82,280.54,300.6
MYD11A1_006_LST_Day_1km_doy2003152_aid0001,LST_Day_1km,aid0001,2003-06-01,4900278.0,267.6,342.78,"(267.6,342.78000000000003)",307.1133,11.9648,143.1563,316.94,342.78,305.38,267.96,297.3
MYD11A1_006_LST_Day_1km_doy2003153_aid0001,LST_Day_1km,aid0001,2003-06-02,4552462.0,262.78,342.86,"(262.78000000000003,342.86)",308.8641,12.5776,158.1948,318.8,342.86,307.62,269.12,298.7
MYD11A1_006_LST_Day_1km_doy2003154_aid0001,LST_Day_1km,aid0001,2003-06-03,3942242.0,270.1,343.4,"(270.1,343.40000000000003)",310.5109,11.9069,141.7743,319.86,343.4,310.66,273.72,301.4
MYD11A1_006_LST_Day_1km_doy2003155_aid0001,LST_Day_1km,aid0001,2003-06-04,3770947.0,266.3,342.76,"(266.3,342.76)",308.7901,12.1509,147.6434,318.78,342.76,308.18,267.96,298.26
MYD11A1_006_LST_Day_1km_doy2003156_aid0001,LST_Day_1km,aid0001,2003-06-05,4026822.0,268.0,345.88,"(268.0,345.88)",308.7147,11.7501,138.0639,318.46,345.88,306.2,271.82,299.68
MYD11A1_006_LST_Day_1km_doy2003157_aid0001,LST_Day_1km,aid0001,2003-06-06,4034621.0,270.72,341.16,"(270.72,341.16)",307.6221,10.7945,116.5217,316.96,341.16,305.52,272.32,299.1
MYD11A1_006_LST_Day_1km_doy2003158_aid0001,LST_Day_1km,aid0001,2003-06-07,3956272.0,263.14,345.08,"(263.14,345.08)",310.0178,11.7396,137.8194,319.44,345.08,307.5,274.74,301.56
MYD11A1_006_LST_Day_1km_doy2003159_aid0001,LST_Day_1km,aid0001,2003-06-08,4645678.0,271.68,340.88,"(271.68,340.88)",307.2445,9.9584,99.1698,314.08,335.92,306.16,277.68,299.52
MYD11A1_006_LST_Day_1km_doy2003160_aid0001,LST_Day_1km,aid0001,2003-06-09,4758977.0,255.36,339.54,"(255.36,339.54)",306.5304,9.5182,90.5961,311.42,327.52,304.04,284.58,300.68
MYD11A1_006_LST_Day_1km_doy2003162_aid0001,LST_Day_1km,aid0001,2003-06-11,4356160.0,267.26,344.3,"(267.26,344.3)",309.7634,10.7124,114.7563,318.82,344.3,309.72,274.5,301.08
MYD11A1_006_LST_Day_1km_doy2003163_aid0001,LST_Day_1km,aid0001,2003-06-12,4127052.0,264.7,340.08,"(264.7,340.08)",309.1895,10.3482,107.0857,317.58,340.08,308.64,277.68,301.62
MYD11A1_006_LST_Day_1km_doy2003164_aid0001,LST_Day_1km,aid0001,2003-06-13,3652685.0,261.6,340.76,"(261.6,340.76)",309.5813,10.6174,112.7283,317.74,340.76,308.54,276.2,301.12
MYD11A1_006_LST_Day_1km_doy2003165_aid0001,LST_Day_1km,aid0001,2003-06-14,4764399.0,267.86,344.76,"(267.86,344.76)",310.8122,11.3258,128.2743,319.92,344.76,308.38,276.52,302.56
MYD11A1_006_LST_Day_1km_doy2003166_aid0001,LST_Day_1km,aid0001,2003-06-15,5718691.0,271.0,338.98,"(271.0,338.98)",309.8994,10.2333,104.7214,317.72,338.98,309.3,278.48,302.02
MYD11A1_006_LST_Day_1km_doy2003167_aid0001,LST_Day_1km,aid0001,2003-06-16,4730112.0,264.98,353.56,"(264.98,353.56)",309.6562,11.1285,123.8443,317.54,341.08,307.16,278.3,301.84
MYD11A1_006_LST_Day_1km_doy2003168_aid0001,LST_Day_1km,aid0001,2003-06-17,4609936.0,269.0,345.14,"(269.0,345.14)",310.7314,10.2219,104.4872,317.18,337.66,309.66,283.04,303.52
MYD11A1_006_LST_Day_1km_doy2003169_aid0001,LST_Day_1km,aid0001,2003-06-18,3501315.0,267.94,341.52,"(267.94,341.52)",310.5203,10.4741,109.7071,318.48,341.52,308.84,278.28,302.4
MYD11A1_006_LST_Day_1km_doy2003170_aid0001,LST_Day_1km,aid0001,2003-06-19,4258032.0,269.22,338.92,"(269.22,338.92)",307.9224,8.4319,71.0976,313.52,330.86,307.3,284.62,301.96
MYD11A1_006_LST_Day_1km_doy2003171_aid0001,LST_Day_1km,aid0001,2003-06-20,4274695.0,268.64,334.46,"(268.64,334.46)",305.9379,8.4752,71.8286,310.84,327.12,303.98,283.7,299.98
MYD11A1_006_LST_Day_1km_doy2003172_aid0001,LST_Day_1km,aid0001,2003-06-21,5244075.0,258.5,342.22,"(258.5,342.22)",307.8191,8.6212,74.3257,313.48,330.48,306.0,285.14,302.14
MYD11A1_006_LST_Day_1km_doy2003173_aid0001,LST_Day_1km,aid0001,2003-06-22,5271667.0,269.62,341.56,"(269.62,341.56)",309.1824,9.2102,84.8279,315.78,336.6,308.02,281.08,301.9
MYD11A1_006_LST_Day_1km_doy2003174_aid0001,LST_Day_1km,aid0001,2003-06-23,4948155.0,267.34,349.26,"(267.34000000000003,349.26)",307.9347,8.1976,67.2007,312.56,327.92,305.96,286.96,302.32
MYD11A1_006_LST_Day_1km_doy2003175_aid0001,LST_Day_1km,aid0001,2003-06-24,5007618.0,272.3,337.04,"(272.3,337.04)",308.2727,7.8858,62.1858,313.4,328.94,306.5,287.5,303.04
MYD11A1_006_LST_Day_1km_doy2003176_aid0001,LST_Day_1km,aid0001,2003-06-25,5445166.0,265.9,341.46,"(265.9,341.46)",309.8337,9.8865,97.7437,316.68,337.02,307.22,282.78,303.12
MYD11A1_006_LST_Day_1km_doy2003177_aid0001,LST_Day_1km,aid0001,2003-06-26,5252679.0,273.16,345.54,"(273.16,345.54)",309.8678,10.7888,116.3981,317.84,341.2,307.3,278.9,302.26
MYD11A1_006_LST_Day_1km_doy2003178_aid0001,LST_Day_1km,aid0001,2003-06-27,5958247.0,272.56,345.1,"(272.56,345.1)",310.0986,10.5239,110.7519,317.7,340.74,307.34,279.32,302.34
MYD11A1_006_LST_Day_1km_doy2003179_aid0001,LST_Day_1km,aid0001,2003-06-28,5814517.0,264.38,346.72,"(264.38,346.72)",310.8002,11.0704,122.5537,318.26,341.9,308.12,278.86,302.5
MYD11A1_006_LST_Day_1km_doy2003180_aid0001,LST_Day_1km,aid0001,2003-06-29,5227615.0,261.62,345.58,"(261.62,345.58)",310.2793,10.7405,115.3586,319.08,345.34,308.48,275.14,301.44
MYD11A1_006_LST_Day_1km_doy2003181_aid0001,LST_Day_1km,aid0001,2003-06-30,5319187.0,265.36,345.76,"(265.36,345.76)",311.7945,10.4238,108.655,319.58,342.7,309.44,280.98,304.14
MYD11A1_006_LST_Day_1km_doy2003182_aid0001,LST_Day_1km,aid0001,2003-07-01,5695762.0,272.54,342.72,"(272.54,342.72)",312.251,9.8429,96.8836,320.32,342.72,312.8,279.42,303.96
MYD11A1_006_LST_Day_1km_doy2003183_aid0001,LST_Day_1km,aid0001,2003-07-02,6334508.0,269.92,348.72,"(269.92,348.72)",312.3899,10.3066,106.2264,320.26,344.1,310.98,280.52,304.36
MYD11A1_006_LST_Day_1km_doy2003184_aid0001,LST_Day_1km,aid0001,2003-07-03,6541477.0,272.48,342.08,"(272.48,342.08)",312.6807,10.3545,107.215,321.22,342.08,313.08,278.14,303.94
MYD11A1_006_LST_Day_1km_doy2003185_aid0001,LST_Day_1km,aid0001,2003-07-04,6819010.0,271.84,347.86,"(271.84000000000003,347.86)",312.2245,10.9294,119.4527,320.5,346.18,309.54,277.38,303.24
MYD11A1_006_LST_Day_1km_doy2003186_aid0001,LST_Day_1km,aid0001,2003-07-05,5938013.0,271.12,344.72,"(271.12,344.72)",313.1174,10.4012,108.1849,321.3,344.72,312.6,278.66,304.24
MYD11A1_006_LST_Day_1km_doy2003187_aid0001,LST_Day_1km,aid0001,2003-07-06,5576149.0,273.32,347.5,"(273.32,347.5)",311.8451,10.9184,119.2112,321.24,347.5,310.24,274.74,302.64
MYD11A1_006_LST_Day_1km_doy2003188_aid0001,LST_Day_1km,aid0001,2003-07-07,4759570.0,271.44,345.76,"(271.44,345.76)",312.5682,11.3361,128.5074,322.48,345.76,310.68,275.48,303.4
MYD11A1_006_LST_Day_1km_doy2003189_aid0001,LST_Day_1km,aid0001,2003-07-08,4970344.0,276.6,345.74,"(276.6,345.74)",312.4599,10.9099,119.0263,321.52,345.74,311.96,276.6,303.06
MYD11A1_006_LST_Day_1km_doy2003190_aid0001,LST_Day_1km,aid0001,2003-07-09,105671.0,279.24,312.8,"(279.24,312.8)",298.3443,4.3067,18.5478,301.86,311.98,299.38,284.76,295.02
MYD11A1_006_LST_Day_1km_doy2003191_aid0001,LST_Day_1km,aid0001,2003-07-10,5894938.0,272.76,345.24,"(272.76,345.24)",314.8844,10.753,115.6265,324.06,345.24,316.04,277.8,305.48
MYD11A1_006_LST_Day_1km_doy2003192_aid0001,LST_Day_1km,aid0001,2003-07-11,6288549.0,270.66,348.08,"(270.66,348.08)",312.9248,11.5035,132.3303,322.56,348.08,311.16,274.7,303.4
MYD11A1_006_LST_Day_1km_doy2003193_aid0001,LST_Day_1km,aid0001,2003-07-12,6719096.0,264.28,346.38,"(264.28000000000003,346.38)",312.6488,10.789,116.4023,322.22,346.38,312.78,276.8,303.06
MYD11A1_006_LST_Day_1km_doy2003194_aid0001,LST_Day_1km,aid0001,2003-07-13,6193617.0,268.18,344.94,"(268.18,344.94)",312.4528,11.7258,137.4935,323.04,344.94,311.06,270.52,301.88
MYD11A1_006_LST_Day_1km_doy2003195_aid0001,LST_Day_1km,aid0001,2003-07-14,6384703.0,273.62,350.14,"(273.62,350.14)",313.4906,10.8583,117.9031,322.0,347.96,313.56,278.1,304.36
MYD11A1_006_LST_Day_1km_doy2003196_aid0001,LST_Day_1km,aid0001,2003-07-15,5816801.0,266.64,345.8,"(266.64,345.8)",312.0382,11.3883,129.6942,322.12,345.8,311.52,273.76,301.84
MYD11A1_006_LST_Day_1km_doy2003197_aid0001,LST_Day_1km,aid0001,2003-07-16,5489123.0,269.86,345.8,"(269.86,345.8)",311.5633,9.9567,99.1366,318.8,341.66,310.28,280.72,303.56
MYD11A1_006_LST_Day_1km_doy2003198_aid0001,LST_Day_1km,aid0001,2003-07-17,5646013.0,274.2,342.94,"(274.2,342.94)",311.1202,10.2565,105.1962,320.38,342.94,309.54,275.64,302.36
MYD11A1_006_LST_Day_1km_doy2003199_aid0001,LST_Day_1km,aid0001,2003-07-18,4903683.0,273.38,345.34,"(273.38,345.34000000000003)",312.6325,10.8064,116.7781,322.02,345.34,312.0,274.52,303.0
MYD11A1_006_LST_Day_1km_doy2003200_aid0001,LST_Day_1km,aid0001,2003-07-19,5305199.0,273.16,345.54,"(273.16,345.54)",312.3461,10.9378,119.6361,322.46,345.54,311.98,273.16,302.0
MYD11A1_006_LST_Day_1km_doy2003201_aid0001,LST_Day_1km,aid0001,2003-07-20,5821005.0,272.9,345.48,"(272.9,345.48)",312.3451,11.0515,122.1348,321.94,345.48,310.44,274.4,302.92
MYD11A1_006_LST_Day_1km_doy2003202_aid0001,LST_Day_1km,aid0001,2003-07-21,5166559.0,271.08,345.72,"(271.08,345.72)",314.9146,10.2305,104.6628,322.64,345.72,315.78,282.9,306.74
MYD11A1_006_LST_Day_1km_doy2003203_aid0001,LST_Day_1km,aid0001,2003-07-22,4922702.0,273.28,345.88,"(273.28000000000003,345.88)",314.7964,11.4817,131.8303,324.58,345.88,316.64,275.88,305.1
MYD11A1_006_LST_Day_1km_doy2003204_aid0001,LST_Day_1km,aid0001,2003-07-23,5351460.0,273.48,347.02,"(273.48,347.02)",312.3443,10.7818,116.2461,320.64,347.02,312.28,276.58,302.98
MYD11A1_006_LST_Day_1km_doy2003205_aid0001,LST_Day_1km,aid0001,2003-07-24,5588462.0,273.52,341.12,"(273.52,341.12)",310.3609,11.3611,129.0749,320.6,341.12,308.56,273.52,300.2
MYD11A1_006_LST_Day_1km_doy2003206_aid0001,LST_Day_1km,aid0001,2003-07-25,5305342.0,274.36,343.58,"(274.36,343.58)",309.2579,9.6477,93.0779,316.84,339.4,306.64,279.26,301.8
MYD11A1_006_LST_Day_1km_doy2003207_aid0001,LST_Day_1km,aid0001,2003-07-26,4729622.0,268.82,343.52,"(268.82,343.52)",311.5822,9.4635,89.5579,319.94,343.52,311.84,277.64,303.02
MYD11A1_006_LST_Day_1km_doy2003208_aid0001,LST_Day_1km,aid0001,2003-07-27,4716240.0,270.9,344.88,"(270.9,344.88)",310.4837,9.6746,93.5984,318.7,342.8,307.98,278.56,302.6
MYD11A1_006_LST_Day_1km_doy2003209_aid0001,LST_Day_1km,aid0001,2003-07-28,4903943.0,273.24,348.6,"(273.24,348.6)",311.3783,9.7797,95.6433,319.44,343.8,311.16,278.86,303.2
MYD11A1_006_LST_Day_1km_doy2003210_aid0001,LST_Day_1km,aid0001,2003-07-29,5234499.0,268.88,341.14,"(268.88,341.14)",309.8619,9.9001,98.0129,318.1,341.14,307.9,276.56,301.46
MYD11A1_006_LST_Day_1km_doy2003211_aid0001,LST_Day_1km,aid0001,2003-07-30,4881064.0,271.88,343.72,"(271.88,343.72)",311.8283,9.8712,97.4403,319.26,342.44,311.64,280.4,303.7
MYD11A1_006_LST_Day_1km_doy2003212_aid0001,LST_Day_1km,aid0001,2003-07-31,4684921.0,273.54,341.52,"(273.54,341.52)",311.556,9.9213,98.4324,319.98,341.52,312.04,276.72,302.56
MYD11A1_006_LST_Day_1km_doy2003213_aid0001,LST_Day_1km,aid0001,2003-08-01,4316275.0,273.7,344.22,"(273.7,344.22)",310.1144,8.5727,73.4913,316.7,337.0,309.78,282.86,303.16
MYD11A1_006_LST_Day_1km_doy2003214_aid0001,LST_Day_1km,aid0001,2003-08-02,4011139.0,264.1,337.36,"(264.1,337.36)",312.2164,10.4501,109.2041,321.3,337.36,313.34,274.58,302.42
MYD11A1_006_LST_Day_1km_doy2003215_aid0001,LST_Day_1km,aid0001,2003-08-03,3548117.0,270.94,341.8,"(270.94,341.8)",310.0104,9.9132,98.2724,317.0,339.74,309.16,279.12,301.84
MYD11A1_006_LST_Day_1km_doy2003216_aid0001,LST_Day_1km,aid0001,2003-08-04,4394190.0,271.56,342.6,"(271.56,342.6)",311.4421,10.4345,108.8793,319.92,342.6,312.82,274.78,301.78
MYD11A1_006_LST_Day_1km_doy2003217_aid0001,LST_Day_1km,aid0001,2003-08-05,4416087.0,268.38,343.64,"(268.38,343.64)",312.6351,10.471,109.6417,321.16,343.64,313.82,275.56,302.78
MYD11A1_006_LST_Day_1km_doy2003218_aid0001,LST_Day_1km,aid0001,2003-08-06,5056053.0,271.74,344.0,"(271.74,344.0)",311.3661,9.3543,87.5033,318.98,342.62,312.58,279.34,303.12
MYD11A1_006_LST_Day_1km_doy2003219_aid0001,LST_Day_1km,aid0001,2003-08-07,5143449.0,266.94,342.28,"(266.94,342.28000000000003)",311.0422,10.9438,119.766,320.66,342.28,310.96,271.58,300.62
MYD11A1_006_LST_Day_1km_doy2003220_aid0001,LST_Day_1km,aid0001,2003-08-08,5046252.0,274.6,343.06,"(274.6,343.06)",311.2436,10.2383,104.8229,320.12,343.06,310.54,275.94,302.44
MYD11A1_006_LST_Day_1km_doy2003221_aid0001,LST_Day_1km,aid0001,2003-08-09,5118261.0,270.42,343.62,"(270.42,343.62)",312.6908,10.6656,113.7556,321.5,343.62,314.28,274.18,302.46
MYD11A1_006_LST_Day_1km_doy2003222_aid0001,LST_Day_1km,aid0001,2003-08-10,5284823.0,270.36,347.48,"(270.36,347.48)",312.1904,10.6231,112.8499,320.36,345.92,311.28,278.02,303.32
MYD11A1_006_LST_Day_1km_doy2003223_aid0001,LST_Day_1km,aid0001,2003-08-11,4985891.0,253.96,339.46,"(253.96,339.46)",311.9284,10.0964,101.9364,320.38,339.46,313.5,276.58,302.78
MYD11A1_006_LST_Day_1km_doy2003224_aid0001,LST_Day_1km,aid0001,2003-08-12,4299823.0,269.28,341.74,"(269.28000000000003,341.74)",309.6885,10.247,105.0003,318.16,341.74,309.14,274.4,300.6
MYD11A1_006_LST_Day_1km_doy2003225_aid0001,LST_Day_1km,aid0001,2003-08-13,5240153.0,270.48,344.14,"(270.48,344.14)",311.3508,10.0542,101.0866,319.82,344.14,311.82,275.0,301.8
MYD11A1_006_LST_Day_1km_doy2003226_aid0001,LST_Day_1km,aid0001,2003-08-14,5448751.0,269.96,342.88,"(269.96,342.88)",309.4891,9.6956,94.0038,318.36,342.88,305.8,276.26,301.52
MYD11A1_006_LST_Day_1km_doy2003227_aid0001,LST_Day_1km,aid0001,2003-08-15,5273221.0,272.54,346.96,"(272.54,346.96)",309.8169,8.4983,72.2209,316.12,335.74,308.64,283.42,303.04
